year,A1,A2,A3
,label A1,label A2,label A3
1987,25,2542,188
1988,10,2728,125
1989,24,2426,213
1990,35,2440,267
1991,9,2305,125
1992,33,2740,232
1993,25,2396,235
1994,14,2623,166
1995,24,2502,174
1996,19,2466,156
1997,20,2413,228
1998,33,2544,267
1999,10,2652,130
2000,23,2386,230
2001,12,2551,136
2002,18,2630,162
2003,30,2502,226
2004,15,2574,170
2005,18,2557,164
2006,10,2628,128
2007,22,2417,226
2008,12,2445,126
2009,28,2856,232
2010,31,2437,261
2011,20,2599,170
2012,16,2427,151
2013,17,2485,202
2014,8,2240,125
2015,16,2421,163
2016,19,2445,168
2016
2017,67,2154,448
2018,42,2252,313
2019,28,2380,243
2020,19,2341,196
2021,38,2426,308
2022,37,1986,289
2023,26,2557,231
2024,29,2232,268
2025,39,2587,273
2026,57,2404,403
2027,23,2144,260
2028,55,2394,359
2029,42,2413,344
2030,21,2193,220
2031,25,2206,243
2032,59,2092,427
2033,38,2155,270
2034,23,2400,163
2035,42,2505,280
2036,62,2344,403
2037,48,2123,367
2038,47,2300,338
2039,39,2287,318
2040,40,2360,335
2041,33,2166,265
2042,52,2213,388
2043,53,2227,390
2044,30,2380,253
2045,32,2282,235
2046,43,2113,315
