year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.9,13.0,19.9,8.0
1988,5.6,11.9,18.4,8.1
1989,6.2,13.0,19.1,10.0
1990,7.3,13.0,19.4,7.4
1991,5.2,12.9,21.2,7.4
1992,5.0,13.5,19.7,8.0
1993,4.5,12.3,17.3,7.0
1994,6.3,13.9,20.2,9.2
1995,6.6,13.6,18.7,10.0
1996,5.7,13.3,17.9,8.2
1997,8.1,14.2,20.1,9.6
1998,7.1,12.7,19.2,7.4
1999,5.3,13.6,19.4,7.4
2000,6.2,13.7,19.2,8.6
2001,6.1,13.3,18.3,5.9
2002,5.4,13.1,17.5,8.4
2003,4.3,14.3,20.1,7.2
2004,4.5,12.7,18.5,6.5
2005,2.8,14.1,18.3,7.0
2006,4.1,14.3,19.5,8.6
2007,4.9,12.7,17.3,6.3
2008,5.5,12.2,17.3,5.9
2009,5.1,13.6,19.2,8.6
2010,3.8,12.5,18.6,6.0
2011,5.2,14.4,18.8,8.6
2012,4.8,13.4,18.7,7.8
2013,4.8,11.0,19.0,7.3
2014,5.7,13.1,19.0,9.1
2015,4.1,14.0,18.9,8.5
2016,5.6,12.9,19.9,8.5
