year,annual-hydric-deficit
1987,-535
1988,-528
1989,-560
1990,-706
1991,-692
1992,-636
1993,-430
1994,-604
1995,-700
1996,-441
1997,-306
1998,-611
1999,-514
2000,-504
2001,-684
2002,-522
2003,-579
2004,-714
2005,-914
2006,-737
2007,-452
2008,-444
2009,-671
2010,-342
2011,-629
2012,-666
2013,-356
2014,-532
2015,-715
2016,-543
