year,annual-frozen-days
1987,57
1988,51
1989,48
1990,38
1991,56
1992,70
1993,74
1994,39
1995,34
1996,41
1997,21
1998,44
1999,61
2000,46
2001,74
2002,48
2003,57
2004,86
2005,102
2006,83
2007,83
2008,99
2009,72
2010,86
2011,59
2012,82
2013,78
2014,52
2015,66
2016,49
