year,annual-estival-days
1987,12
1988,6
1989,26
1990,28
1991,5
1992,10
1993,7
1994,5
1995,10
1996,9
1997,6
1998,5
1999,4
2000,7
2001,12
2002,4
2003,22
2004,7
2005,12
2006,18
2007,5
2008,5
2009,3
2010,2
2011,6
2012,6
2013,2
2014,0
2015,3
2016,5
