year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,1,1,-38,5,0,-178,82,4,66
1988,0,0,-124,6,0,-219,86,4,107
1989,1,0,-89,5,0,-199,81,3,128
1990,1,0,-105,5,0,-263,82,1,101
1991,0,0,-127,3,0,-307,79,9,75
1992,1,0,-136,7,0,-315,82,1,29
1993,0,0,-101,3,0,-267,88,7,111
1994,1,0,-171,4,0,-303,73,0,67
1995,0,0,-65,5,0,-200,83,3,72
1996,1,0,-65,2,0,-231,81,2,96
1997,0,0,-147,2,0,-236,84,7,176
1998,0,0,-34,5,0,-168,84,0,92
1999,0,0,-127,3,0,-268,84,4,87
2000,3,0,-149,5,0,-281,78,1,59
2001,1,0,-74,6,0,-221,89,13,105
2002,0,0,-72,5,0,-168,80,2,104
2003,1,0,-110,8,0,-295,79,5,107
2004,1,0,-77,8,0,-194,80,4,151
2005,0,0,-27,4,0,-157,87,1,100
2006,0,0,-118,3,0,-183,70,2,101
2007,0,0,-71,3,0,-173,89,4,173
2008,1,0,-98,4,0,-233,81,2,59
2009,2,0,-69,6,0,-194,75,2,159
2010,3,0,-24,4,0,-174,80,2,113
2011,0,0,-62,6,0,-185,82,5,122
2012,0,0,-91,7,0,-240,82,6,59
2013,0,0,-37,5,0,-126,83,3,67
2014,0,0,-98,4,0,-195,85,4,99
2015,2,0,-88,7,0,-231,83,11,70
2016,1,0,-77,5,0,-198,81,4,125
2016
2017,0,0,-110,5,0,-220,82,2,78
2018,0,0,-125,4,0,-235,66,8,90
2019,0,0,-83,4,0,-223,76,2,62
2020,0,0,-45,2,0,-168,84,2,78
2021,1,0,-130,3,0,-342,84,0,59
2022,3,0,-91,2,0,-170,78,4,110
2023,2,0,-149,4,0,-387,68,2,77
2024,1,0,-192,4,0,-393,66,0,137
2025,2,0,-102,6,0,-244,70,0,73
2026,3,0,-131,3,0,-367,78,0,98
2027,0,0,-172,6,0,-388,74,0,100
2028,0,0,-73,3,0,-172,78,0,93
2029,3,0,-141,3,0,-315,75,0,158
2030,1,0,-163,4,0,-334,68,0,73
2031,3,0,-84,4,0,-167,83,0,79
2032,0,0,-114,3,0,-183,81,0,151
2033,2,0,-176,6,0,-308,73,1,138
2034,0,0,-97,4,0,-270,74,1,144
2035,0,0,-112,2,0,-227,79,0,88
2036,0,0,-144,5,0,-290,61,0,92
2037,1,0,-93,5,0,-245,75,0,109
2038,1,0,-104,3,0,-234,78,2,107
2039,2,0,-100,6,0,-258,72,0,73
2040,1,0,-78,2,0,-226,86,3,96
2041,0,0,-109,4,0,-254,80,0,107
2042,1,0,-117,3,0,-262,71,0,58
2043,1,0,-134,7,0,-295,62,0,59
2044,1,0,-148,6,0,-312,77,0,81
2045,0,0,-120,8,0,-264,73,0,64
2046,3,0,-101,6,0,-255,75,1,118

min,,,,0
max,,,,14
steps,,,,8
decimal
