year,annual-precipitations
1987,833
1988,924
1989,723
1990,882
1991,640
1992,811
1993,745
1994,962
1995,746
1996,655
1997,764
1998,818
1999,798
2000,864
2001,1024
2002,1223
2003,725
2004,876
2005,774
2006,821
2007,1155
2008,1330
2009,1120
2010,946
2011,866
2012,1318
2013,740
2014,1025
2015,728
2016,762
