year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.7,12.2,16.9,8.6
1988,7.0,12.6,16.1,9.3
1989,7.5,12.7,17.9,9.5
1990,8.6,12.6,17.5,9.0
1991,6.1,11.1,17.2,9.0
1992,6.0,12.7,16.2,7.6
1993,6.8,13.4,15.7,7.7
1994,7.9,12.3,16.9,10.9
1995,8.2,12.6,18.0,10.3
1996,6.3,12.2,16.8,9.3
1997,7.2,12.9,17.9,10.8
1998,8.1,13.0,16.8,9.8
1999,8.1,13.3,18.1,10.4
2000,7.9,12.8,17.2,10.4
2001,7.4,12.7,17.2,10.4
2002,8.3,13.0,16.8,10.8
2003,7.2,13.6,18.3,9.8
2004,7.3,13.1,17.5,10.2
2005,7.5,13.5,17.6,10.5
2006,5.9,13.4,18.8,11.6
2007,8.4,13.4,15.8,8.9
2008,7.5,12.8,15.8,8.7
2009,6.5,13.0,17.3,10.7
2010,6.1,12.3,17.2,8.9
2011,8.1,13.6,16.9,12.0
2012,7.7,12.6,17.0,10.3
2013,5.7,11.5,17.1,10.9
2014,8.5,13.4,17.6,11.4
2015,7.0,12.7,16.5,12.3
2016,7.5,12.5,17.6,9.8
