year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,69,-53,-121,269
1988,322,-177,-14,117
1989,95,-109,-190,197
1990,228,-107,-258,289
1991,34,-94,-184,87
1992,-19,-113,-15,228
1993,-11,-50,-82,187
1994,152,-38,-59,194
1995,265,-137,-165,42
1996,42,-153,-169,167
1997,59,-114,-204,290
1998,31,-41,-97,196
1999,92,-159,-99,190
2000,7,-33,-151,309
2001,343,-135,-26,194
2002,278,-31,-16,339
2003,84,-132,-167,241
2004,108,-125,-76,233
2005,56,-102,-89,183
2006,141,-148,-140,237
2007,275,33,28,202
2008,283,-37,43,433
2009,122,-62,-139,462
2010,148,-188,-145,387
2011,116,-171,-44,215
2012,41,100,-3,472
2013,102,-124,-209,230
2014,221,-113,-117,236
2015,126,-163,-45,45
2016,221,-80,-192,76
