year,F1,F3,M4
,label F1,label F3,label M4
1987,22,115,4
1988,34,131,2
1989,32,126,1
1990,22,120,5
1991,27,134,0
1992,32,125,4
1993,38,118,1
1994,29,122,1
1995,29,121,2
1996,34,118,1
1997,37,131,0
1998,47,134,3
1999,25,123,1
2000,27,117,1
2001,24,126,4
2002,31,129,1
2003,37,124,5
2004,40,126,2
2005,35,121,2
2006,23,120,1
2007,30,127,1
2008,30,120,4
2009,32,119,2
2010,35,118,2
2011,23,121,2
2012,25,111,3
2013,32,115,4
2014,43,115,4
2015,33,113,2
2016,36,127,1
2016
2017,26,127,1
2018,28,121,2
2019,21,116,3
2020,27,115,2
2021,19,118,3
2022,20,124,0
2023,22,119,3
2024,25,120,3
2025,28,116,2
2026,38,121,3
2027,19,122,3
2028,20,119,2
2029,27,122,0
2030,26,122,6
2031,22,116,2
2032,22,116,0
2033,27,122,4
2034,18,115,4
2035,24,119,1
2036,24,117,3
2037,26,121,3
2038,24,122,2
2039,27,118,3
2040,28,118,4
2041,34,121,3
2042,27,122,1
2043,19,129,4
2044,24,124,5
2045,28,118,6
2046,20,130,3

min,,80,0
max,,170,8
steps,,10,9
decimal
