year,annual-average-temperature
1987,10.4
1988,11.3
1989,11.9
1990,12.0
1991,10.9
1992,10.6
1993,10.9
1994,12.0
1995,12.3
1996,11.2
1997,12.2
1998,11.9
1999,12.5
2000,12.1
2001,11.9
2002,12.2
2003,12.2
2004,12.1
2005,12.3
2006,12.5
2007,11.6
2008,11.2
2009,11.9
2010,11.2
2011,12.7
2012,11.9
2013,11.3
2014,12.7
2015,12.2
2016,11.8
