year,annual-estival-days
1987,28
1988,27
1989,41
1990,37
1991,41
1992,51
1993,41
1994,56
1995,45
1996,30
1997,48
1998,37
1999,50
2000,44
2001,45
2002,42
2003,90
2004,43
2005,49
2006,60
2007,52
2008,50
2009,49
2010,45
2011,63
2012,55
2013,47
2014,43
2015,60
2016,59

min,16
max,130
steps,9
decimal
