year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,84,156,0
1988,74,134,0
1989,63,140,0
1990,95,148,1
1991,85,147,0
1992,75,139,0
1993,89,142,0
1994,97,145,0
1995,71,134,0
1996,86,155,0
1997,89,147,0
1998,81,142,0
1999,76,132,1
2000,83,146,0
2001,89,142,0
2002,73,138,0
2003,106,146,0
2004,86,137,0
2005,83,140,0
2006,103,147,0
2007,77,148,0
2008,83,141,0
2009,88,141,0
2010,47,124,0
2011,84,138,0
2012,34,129,1
2013,91,147,0
2014,105,146,1
2015,44,137,0
2016,56,139,0
2016
2017,81,138,1
2018,88,143,0
2019,63,136,0
2020,80,146,0
2021,64,125,0
2022,56,143,0
2023,9,147,0
2024,63,123,0
2025,63,142,0
2026,81,136,0
2027,66,128,0
2028,68,146,0
2029,70,134,0
2030,88,140,0
2031,83,144,0
2032,84,139,0
2033,74,139,0
2034,85,139,0
2035,81,152,0
2036,68,140,0
2037,68,140,0
2038,79,136,0
2039,65,144,0
2040,76,135,2
2041,92,141,0
2042,71,153,0
2043,68,145,0
2044,78,140,0
2045,78,130,0
2046,71,138,0

min,,90,0
max,,190,6
steps,,11,7
decimal
