year,A1,A2,A3
,label A1,label A2,label A3
1987,8,3185,75
1988,4,3227,74
1989,12,3171,80
1990,10,3286,75
1991,12,3196,104
1992,15,3240,112
1993,5,3359,81
1994,17,3377,167
1995,16,2991,122
1996,2,3153,50
1997,7,3279,69
1998,9,3272,69
1999,6,2814,57
2000,0,3369,19
2001,2,3368,41
2002,7,3123,67
2003,28,3464,207
2004,14,3416,101
2005,8,3090,74
2006,5,3450,48
2007,15,3380,107
2008,9,3044,68
2009,8,3317,74
2010,14,2849,127
2011,16,3014,112
2012,9,3049,72
2013,11,3455,73
2014,7,3593,77
2015,4,3189,52
2016,16,3026,125
2016
2017,23,2935,177
2018,26,3117,197
2019,24,2853,158
2020,34,3111,238
2021,23,2848,211
2022,31,2845,231
2023,19,3179,144
2024,9,2827,124
2025,20,2890,151
2026,11,2875,124
2027,11,2830,127
2028,29,2928,184
2029,8,2946,99
2030,24,3031,202
2031,21,2985,126
2032,29,2869,196
2033,40,2963,278
2034,22,2851,146
2035,17,3005,148
2036,15,2959,129
2037,15,2983,125
2038,16,2990,128
2039,41,2904,266
2040,13,2900,128
2041,20,2951,175
2042,19,3099,134
2043,30,3274,190
2044,26,2883,195
2045,9,3046,104
2046,4,2763,75

min,,2000
max,,4000
steps,,9
decimal
