year,annual-average-temperature
1987,8.3
1988,9.7
1989,9.8
1990,9.1
1991,8.0
1992,10.6
1993,10.1
1994,11.0
1995,10.3
1996,8.8
1997,10.4
1998,10.0
1999,10.3
2000,10.8
2001,10.2
2002,10.5
2003,10.7
2004,10.4
2005,10.4
2006,11.1
2007,11.3
2008,11.0
2009,10.9
2010,9.7
2011,11.6
2012,11.0
2013,10.3
2014,12.1
2015,11.9
2016,11.1
