year,annual-frozen-days
1987,94
1988,75
1989,79
1990,95
1991,111
1992,50
1993,71
1994,45
1995,62
1996,97
1997,60
1998,70
1999,62
2000,42
2001,73
2002,49
2003,84
2004,77
2005,69
2006,73
2007,36
2008,57
2009,62
2010,85
2011,53
2012,49
2013,73
2014,20
2015,43
2016,48
