year,annual-frozen-days
1987,59
1988,42
1989,56
1990,45
1991,66
1992,24
1993,36
1994,24
1995,47
1996,50
1997,50
1998,50
1999,38
2000,37
2001,49
2002,19
2003,54
2004,52
2005,62
2006,61
2007,43
2008,42
2009,45
2010,67
2011,24
2012,42
2013,36
2014,12
2015,38
2016,29
