year,annual-average-temperature
1987,10.8
1988,11.7
1989,12.3
1990,12.4
1991,11.2
1992,12.1
1993,11.4
1994,12.6
1995,12.2
1996,11.1
1997,12.4
1998,11.8
1999,12.3
2000,12.3
2001,11.8
2002,12.5
2003,12.8
2004,11.8
2005,12.1
2006,12.6
2007,12.1
2008,11.8
2009,12.2
2010,11.1
2011,13.2
2012,12.1
2013,11.6
2014,13.1
2015,12.8
2016,12.4

min,8
max,14
steps,7
decimal
