year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.8,13.1,18.8,8.6
1988,6.9,14.0,17.2,8.7
1989,6.8,14.0,18.9,9.2
1990,8.0,13.8,19.3,8.3
1991,5.2,12.1,20.0,7.3
1992,6.3,14.5,18.7,9.0
1993,7.1,14.1,17.0,7.2
1994,7.4,13.5,18.7,10.5
1995,7.0,13.5,18.8,9.5
1996,5.8,13.6,17.1,7.7
1997,6.4,13.9,19.5,9.7
1998,6.9,13.9,18.5,7.6
1999,6.8,14.4,19.2,8.5
2000,6.3,14.7,18.0,10.0
2001,7.3,13.7,17.9,7.9
2002,8.0,14.0,17.4,10.4
2003,6.0,16.0,20.5,8.6
2004,6.0,14.1,18.8,8.4
2005,5.7,15.0,18.8,8.9
2006,5.1,14.8,20.1,10.0
2007,7.9,15.7,16.9,7.8
2008,7.5,14.3,17.5,7.8
2009,5.0,14.9,19.2,9.6
2010,4.4,14.1,18.7,7.2
2011,6.8,15.8,18.7,11.3
2012,5.6,14.1,18.7,9.7
2013,4.9,12.7,19.3,9.4
2014,8.3,14.5,18.7,10.7
2015,6.0,15.3,18.8,11.0
2016,7.2,13.8,20.0,8.6
