year,A1,A2,A3
,label A1,label A2,label A3
1987,23,2074,184
1988,20,2282,134
1989,12,2369,89
1990,38,2025,224
1991,11,2381,126
1992,27,2329,164
1993,16,2304,190
1994,16,2113,153
1995,33,2412,200
1996,25,2490,179
1997,26,2234,196
1998,32,2396,207
1999,35,2255,223
2000,11,2313,87
2001,16,2562,118
2002,13,2402,97
2003,21,2330,161
2004,17,2238,149
2005,20,2329,114
2006,26,2314,177
2007,24,2209,181
2008,14,2338,118
2009,39,2554,248
2010,23,2251,138
2011,16,2362,114
2012,23,2360,156
2013,28,2447,160
2014,9,2286,87
2015,28,2433,167
2016,8,2573,74
2016
2017,63,2035,406
2018,58,2226,368
2019,45,2180,279
2020,42,2254,264
2021,34,2071,270
2022,52,2282,316
2023,26,2178,223
2024,54,2100,400
2025,44,2115,269
2026,41,2153,308
2027,36,1840,260
2028,35,2093,243
2029,44,2223,359
2030,49,2152,341
2031,55,2097,338
2032,65,2167,376
2033,39,2016,276
2034,62,2215,358
2035,47,2081,328
2036,62,1978,405
2037,31,2118,217
2038,56,1838,324
2039,71,2222,406
2040,31,2336,214
2041,56,2009,320
2042,53,2140,336
2043,36,1967,245
2044,53,2076,343
2045,42,2011,276
2046,20,1974,153
