year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,23,0,-140,6,3,-366,50,9,56
1988,23,5,-63,7,3,-291,53,18,68
1989,16,1,-96,8,1,-322,66,15,69
1990,13,0,-115,6,7,-298,61,13,84
1991,13,3,-170,3,1,-342,52,16,29
1992,12,6,-126,5,1,-304,60,16,110
1993,18,0,-161,6,2,-355,58,11,69
1994,18,4,-145,6,1,-321,52,11,115
1995,16,0,-41,6,2,-263,51,19,54
1996,16,6,-168,7,2,-434,58,10,38
1997,13,2,-95,6,2,-291,58,14,26
1998,20,0,-107,5,5,-281,65,16,61
1999,32,4,-179,8,2,-406,49,11,63
2000,8,0,-112,7,3,-286,59,19,62
2001,20,3,-127,7,0,-335,47,21,34
2002,13,0,-70,6,1,-222,57,17,98
2003,15,0,-47,4,3,-285,60,6,69
2004,18,5,-118,6,0,-264,50,3,81
2005,6,1,-136,7,0,-313,68,10,26
2006,13,1,-56,7,6,-237,61,20,65
2007,9,0,-103,6,1,-278,58,8,64
2008,7,0,11,7,2,-122,55,15,111
2009,17,1,-142,10,2,-373,65,15,51
2010,14,0,-64,7,2,-265,52,17,108
2011,7,1,-72,7,0,-252,63,13,76
2012,16,1,-27,6,7,-250,66,15,83
2013,19,4,-151,6,0,-282,52,23,173
2014,5,0,-13,4,0,-190,63,19,60
2015,16,3,-10,7,5,-244,56,7,49
2016,10,11,-33,5,0,-268,65,13,80
2016
2017,31,0,-152,8,13,-391,38,8,41
2018,29,0,-168,9,12,-415,49,6,73
2019,24,1,-136,10,6,-377,59,14,58
2020,29,5,-175,9,5,-402,35,4,67
2021,39,1,-168,8,3,-461,46,3,57
2022,44,0,-181,6,11,-419,31,11,49
2023,10,0,-196,10,8,-503,62,20,63
2024,30,0,-203,7,11,-483,42,9,15
2025,26,0,-8,7,5,-222,56,4,56
2026,41,1,-308,5,7,-534,36,11,81
2027,23,0,-218,9,7,-486,41,6,58
2028,16,0,-87,4,6,-294,57,7,51
2029,45,3,-219,5,12,-426,34,5,83
2030,29,1,-166,5,9,-457,53,17,46
2031,31,1,-223,7,2,-405,34,4,69
2032,25,0,-73,8,9,-321,55,13,67
2033,21,1,-169,7,5,-388,47,12,57
2034,44,0,-180,7,8,-432,47,5,25
2035,31,0,-159,6,7,-444,41,5,43
2036,39,1,-148,5,17,-436,36,8,29
2037,26,1,-185,8,5,-411,39,11,65
2038,17,0,-132,8,8,-385,45,4,63
2039,44,2,-184,8,9,-454,36,12,50
2040,20,6,-129,5,5,-370,56,4,56
2041,20,1,-143,9,9,-354,46,6,80
2042,33,1,-146,6,7,-422,36,5,46
2043,26,0,-209,5,3,-416,34,2,56
2044,32,0,-164,9,8,-419,43,6,49
2045,35,2,-143,4,5,-324,33,7,109
2046,16,0,-111,6,1,-324,59,4,63
