year,annual-average-temperature
1987,13.3
1988,13.7
1989,14.4
1990,14.2
1991,13.3
1992,13.3
1993,13.2
1994,14.3
1995,13.8
1996,13.2
1997,14.6
1998,13.6
1999,13.8
2000,14.0
2001,13.8
2002,14.0
2003,14.8
2004,13.6
2005,13.2
2006,14.5
2007,13.6
2008,13.6
2009,14.2
2010,12.9
2011,14.5
2012,13.8
2013,13.0
2014,14.3
2015,14.1
2016,13.9

min,10
max,16
steps,7
decimal


