year,annual-hydric-deficit
1987,-487
1988,-158
1989,-607
1990,-451
1991,-363
1992,-46
1993,-79
1994,-234
1995,-84
1996,-151
1997,-413
1998,-413
1999,-126
2000,-211
2001,-429
2002,-242
2003,-570
2004,-355
2005,-438
2006,-479
2007,-357
2008,-168
2009,-341
2010,-408
2011,-513
2012,-467
2013,-84
2014,-178
2015,-360
2016,-259
