year,annual-precipitations
1987,507
1988,826
1989,526
1990,572
1991,591
1992,855
1993,882
1994,741
1995,953
1996,824
1997,636
1998,606
1999,864
2000,783
2001,573
2002,727
2003,570
2004,670
2005,588
2006,610
2007,630
2008,803
2009,710
2010,612
2011,544
2012,597
2013,843
2014,790
2015,664
2016,736
