year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1788,13,-538,3
1988,1880,15,-494,0
1989,1802,12,-488,0
1990,1981,14,-590,0
1991,1601,14,-482,0
1992,1804,13,-471,0
1993,1765,11,-592,1
1994,1743,11,-419,0
1995,1907,13,-339,0
1996,1825,12,-599,0
1997,1875,11,-620,1
1998,1764,12,-497,0
1999,1974,15,-675,0
2000,1742,12,-455,0
2001,1648,12,-450,1
2002,1692,12,-379,1
2003,1799,12,-482,0
2004,1981,13,-597,0
2005,1742,11,-494,0
2006,1784,11,-552,2
2007,1770,12,-463,0
2008,1688,13,-455,2
2009,1867,13,-545,3
2010,2064,11,-490,0
2011,1799,13,-442,0
2012,1914,13,-560,0
2013,1795,12,-506,0
2014,1845,13,-432,0
2015,1908,13,-458,1
2016,1986,14,-546,0
2016
2017,1947,12,-547,1
2018,2163,14,-646,0
2019,1986,11,-522,0
2020,2175,13,-586,0
2021,1967,13,-662,2
2022,2172,15,-509,0
2023,2141,13,-689,0
2024,1999,12,-613,2
2025,2128,15,-488,1
2026,2083,14,-603,0
2027,2222,13,-707,1
2028,2047,15,-527,0
2029,2158,13,-657,0
2030,2098,15,-725,0
2031,2288,16,-611,1
2032,2021,14,-512,0
2033,2200,13,-662,1
2034,2012,13,-570,0
2035,2056,15,-583,1
2036,2083,14,-611,0
2037,2270,16,-592,0
2038,2202,15,-560,0
2039,2220,16,-588,0
2040,2107,15,-653,0
2041,2101,14,-565,0
2042,2016,13,-514,0
2043,1934,14,-457,0
2044,1938,15,-499,0
2045,1882,14,-470,0
2046,1899,13,-535,1

min,1200,8,,0
max,2700,20,,8
steps,11,8,,9
decimal



