year,annual-estival-days
1987,70
1988,63
1989,97
1990,91
1991,87
1992,61
1993,58
1994,86
1995,79
1996,66
1997,95
1998,82
1999,98
2000,87
2001,85
2002,72
2003,116
2004,98
2005,90
2006,98
2007,81
2008,77
2009,111
2010,88
2011,98
2012,88
2013,80
2014,91
2015,91
2016,84

min,0
max,135
steps,10
decimal
