year,annual-frozen-days
1987,33
1988,22
1989,14
1990,28
1991,33
1992,21
1993,22
1994,14
1995,28
1996,23
1997,16
1998,28
1999,27
2000,18
2001,26
2002,11
2003,32
2004,26
2005,60
2006,35
2007,24
2008,24
2009,24
2010,58
2011,26
2012,36
2013,36
2014,12
2015,31
2016,19
