year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1525,13,-300,2
1988,1357,11,-231,0
1989,1533,11,-263,0
1990,1530,11,-322,0
1991,1554,13,-524,1
1992,1603,13,-186,1
1993,1508,10,-355,0
1994,1614,13,-422,0
1995,1360,10,-292,2
1996,1694,12,-396,0
1997,1448,11,-313,0
1998,1420,12,-298,0
1999,1483,11,-451,1
2000,1502,11,-402,0
2001,1452,11,-199,0
2002,1399,10,-184,0
2003,1378,11,-361,0
2004,1508,12,-353,3
2005,1450,10,-304,0
2006,1326,10,-273,2
2007,1421,10,-390,0
2008,1608,13,-229,0
2009,1297,12,-187,2
2010,1560,12,-315,0
2011,1649,11,-327,1
2012,1473,12,-325,3
2013,1716,13,-288,1
2014,1403,11,-286,1
2015,1398,14,-230,4
2016,1732,12,-461,0
2016
2017,1686,13,-389,0
2018,1677,12,-392,0
2019,1746,11,-359,0
2020,1813,14,-410,0
2021,1772,12,-470,0
2022,1740,13,-375,0
2023,1637,13,-561,0
2024,1767,13,-535,1
2025,1691,14,-359,0
2026,1809,11,-586,1
2027,1561,11,-426,2
2028,1684,12,-334,0
2029,1868,14,-700,0
2030,1589,11,-511,0
2031,1759,13,-245,0
2032,1768,13,-279,0
2033,1895,15,-367,0
2034,1753,12,-441,0
2035,1743,14,-328,1
2036,1512,13,-341,1
2037,1775,14,-384,0
2038,1588,13,-338,0
2039,1633,14,-446,1
2040,1797,14,-449,0
2041,1743,14,-374,0
2042,1575,12,-375,4
2043,1632,13,-301,0
2044,1834,13,-320,0
2045,1905,13,-382,0
2046,1704,13,-465,0

min,800,5,,0
max,2300,17,,8
steps,11,8,,9
decimal



