year,F1,F3,M4
,label F1,label F3,label M4
1987,26,127,2
1988,43,119,3
1989,33,113,5
1990,33,119,1
1991,39,114,6
1992,48,117,2
1993,30,113,2
1994,37,109,2
1995,30,134,2
1996,40,119,2
1997,47,115,3
1998,31,121,2
1999,28,110,2
2000,40,120,2
2001,46,121,2
2002,46,110,1
2003,34,117,4
2004,39,127,2
2005,44,117,1
2006,34,114,3
2007,44,121,2
2008,59,125,4
2009,41,135,0
2010,36,121,3
2011,31,123,1
2012,42,125,2
2013,48,118,2
2014,30,122,2
2015,25,117,0
2016,29,112,3
2016
2017,29,120,4
2018,30,118,4
2019,30,110,2
2020,19,114,6
2021,46,116,2
2022,42,117,5
2023,32,120,3
2024,31,119,2
2025,23,117,2
2026,44,113,5
2027,40,120,5
2028,36,124,5
2029,28,118,6
2030,45,118,5
2031,23,112,3
2032,23,117,2
2033,41,114,4
2034,36,114,3
2035,25,108,3
2036,49,119,1
2037,30,117,3
2038,44,117,2
2039,24,115,7
2040,33,124,2
2041,39,117,1
2042,27,122,2
2043,33,123,1
2044,24,113,2
2045,26,107,4
2046,23,109,5

min,,90
max,,160
steps,,11
decimal


