year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,5,7,-96,5,4,-284,66,12,86
1988,11,0,-39,8,0,-192,70,6,162
1989,12,1,-118,8,0,-262,49,10,90
1990,0,0,-38,6,0,-225,71,8,57
1991,8,0,-178,9,0,-416,60,18,81
1992,6,0,-39,4,3,-233,66,14,180
1993,5,0,-160,6,1,-296,61,15,141
1994,13,1,-122,5,0,-348,69,8,123
1995,11,6,-145,7,0,-237,52,21,132
1996,19,0,-146,6,0,-282,49,7,143
1997,4,0,-112,5,1,-241,71,12,127
1998,1,0,-97,5,0,-268,73,5,104
1999,2,0,-129,5,0,-329,64,9,69
2000,9,0,-121,5,0,-282,61,4,120
2001,11,0,-54,4,0,-174,57,9,88
2002,2,1,2,5,0,-142,64,11,130
2003,6,0,-84,7,0,-244,50,12,51
2004,13,0,-85,3,0,-285,63,11,51
2005,15,0,-135,4,0,-265,56,3,77
2006,11,0,-69,5,2,-205,78,26,93
2007,5,0,-155,4,0,-305,54,7,51
2008,7,6,3,6,1,-167,63,5,140
2009,4,2,-103,4,3,-216,71,15,144
2010,3,2,-92,5,2,-249,65,7,72
2011,19,0,-129,4,1,-257,54,15,85
2012,12,0,-65,4,2,-242,71,5,67
2013,9,0,-88,5,4,-213,62,4,96
2014,7,2,-71,5,0,-208,63,6,80
2015,1,0,-56,4,0,-205,74,5,109
2016,15,0,-166,9,4,-375,44,24,78
2016
2017,10,0,-159,7,0,-324,52,0,104
2018,27,1,-126,7,2,-339,50,11,73
2019,22,0,-148,6,4,-294,56,2,116
2020,16,2,-106,9,4,-342,57,6,64
2021,18,0,-186,6,3,-391,57,2,114
2022,19,0,-123,9,3,-325,58,10,98
2023,16,0,-193,5,0,-451,52,2,59
2024,21,0,-181,6,0,-418,47,8,91
2025,19,0,-117,6,1,-263,53,0,81
2026,26,0,-241,7,1,-469,35,17,71
2027,16,0,-192,8,1,-315,54,5,151
2028,14,0,-115,7,0,-300,43,0,96
2029,32,0,-257,10,4,-551,45,3,42
2030,17,0,-170,7,2,-430,65,2,60
2031,24,0,-78,8,1,-242,42,5,136
2032,25,0,-85,7,1,-237,42,2,98
2033,17,1,-140,7,4,-306,40,1,66
2034,19,0,-133,5,0,-324,44,5,28
2035,25,0,-123,8,0,-285,51,9,129
2036,11,0,-106,4,0,-238,57,4,62
2037,20,0,-162,4,2,-329,50,5,98
2038,6,0,-97,5,0,-277,55,6,65
2039,10,0,-180,9,1,-394,55,12,90
2040,17,2,-170,6,3,-333,55,10,68
2041,25,0,-132,5,2,-338,50,5,71
2042,15,2,-111,5,0,-295,66,0,63
2043,16,2,-94,6,1,-243,59,3,69
2044,27,0,-83,4,3,-251,48,5,91
2045,24,0,-116,7,5,-319,46,5,65
2046,25,1,-176,6,2,-369,52,4,58

min,,0
max,,8
steps,,9
decimal
