year,annual-hydric-deficit
1987,-179
1988,-135
1989,-363
1990,-241
1991,-130
1992,-225
1993,-172
1994,-25
1995,-197
1996,-355
1997,-241
1998,-8
1999,-49
2000,83
2001,14
2002,-3
2003,-317
2004,-209
2005,-315
2006,-198
2007,-50
2008,-46
2009,-118
2010,-248
2011,-289
2012,6
2013,28
2014,97
2015,-184
2016,-107
2017,-134
2018,-133
2019,-106
2020,-108
