year,F1,F3,M4
,label F1,label F3,label M4
1987,65,130,2
1988,60,120,3
1989,29,128,1
1990,78,136,4
1991,50,125,0
1992,54,131,1
1993,39,132,1
1994,72,127,2
1995,43,127,1
1996,44,128,1
1997,58,125,2
1998,46,125,2
1999,75,142,2
2000,48,124,5
2001,51,128,1
2002,41,115,2
2003,64,135,1
2004,54,135,1
2005,55,123,0
2006,32,121,2
2007,73,133,1
2008,59,124,2
2009,52,117,2
2010,63,132,3
2011,54,132,2
2012,58,116,2
2013,60,135,2
2014,59,133,1
2015,37,121,2
2016,61,136,3
2016
2017,44,127,3
2018,60,126,1
2019,33,134,3
2020,63,128,3
2021,37,120,5
2022,48,119,4
2023,37,121,0
2024,25,129,4
2025,36,113,3
2026,42,113,0
2027,29,126,1
2028,54,118,2
2029,30,119,2
2030,31,133,3
2031,49,138,3
2032,32,127,2
2033,51,124,3
2034,25,122,2
2035,41,114,0
2036,33,126,1
2037,55,125,1
2038,36,117,2
2039,35,122,3
2040,36,123,2
2041,37,119,3
2042,48,128,3
2043,68,136,3
2044,28,114,0
2045,42,125,1
2046,31,116,5

min,,80,0
max,,170,8
steps,,10,9
decimal



