year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1612,12,-309,1
1988,1691,10,-317,3
1989,1606,11,-300,2
1990,1562,11,-361,0
1991,1478,10,-234,2
1992,1591,12,-382,5
1993,1275,11,-355,5
1994,1595,10,-414,0
1995,1683,12,-242,3
1996,1553,11,-361,0
1997,1493,10,-261,5
1998,1453,10,-264,1
1999,1515,11,-447,5
2000,1421,9,-494,2
2001,1618,11,-250,1
2002,1675,10,-367,0
2003,1533,10,-243,2
2004,1577,12,-210,1
2005,1802,13,-346,2
2006,1538,9,-333,0
2007,1445,11,-251,4
2008,1516,11,-318,0
2009,1508,11,-236,2
2010,1664,11,-348,4
2011,1457,10,-269,7
2012,1437,9,-342,0
2013,1411,10,-316,5
2014,1448,10,-334,6
2015,1450,9,-257,1
2016,1400,9,-304,8
2016
2017,1809,12,-382,1
2018,2033,13,-348,0
2019,1742,12,-392,0
2020,1985,12,-308,1
2021,1562,12,-479,3
2022,1881,12,-368,2
2023,1707,12,-489,3
2024,1670,10,-429,4
2025,1800,11,-299,2
2026,1692,12,-419,0
2027,1654,10,-373,0
2028,1811,13,-318,0
2029,1913,9,-355,0
2030,1927,14,-540,3
2031,1841,13,-398,7
2032,1594,12,-338,2
2033,1701,10,-419,0
2034,1906,11,-452,0
2035,1937,12,-263,0
2036,1582,11,-318,4
2037,1718,12,-329,3
2038,1586,10,-255,0
2039,1707,11,-352,4
2040,1785,10,-375,1
2041,1633,11,-411,2
2042,1945,13,-503,0
2043,1558,11,-391,1
2044,1870,12,-276,3
2045,2105,13,-463,0
2046,1878,13,-414,1

min,1000,6
max,2500,16
steps,7,11
decimal



