year,annual-hydric-deficit
1987,-6
1988,36
1989,-377
1990,-229
1991,-266
1992,-148
1993,-193
1994,-53
1995,-83
1996,-252
1997,-206
1998,-233
1999,-138
2000,-15
2001,84
2002,-169
2003,-432
2004,-212
2005,-257
2006,-167
2007,-215
2008,-114
2009,-262
2010,-127
2011,-298
2012,-163
2013,164
2014,-107
2015,-357
2016,-21
