year,annual-frozen-days
1987,63
1988,32
1989,51
1990,35
1991,62
1992,46
1993,55
1994,42
1995,56
1996,74
1997,70
1998,61
1999,39
2000,30
2001,53
2002,42
2003,78
2004,59
2005,66
2006,67
2007,48
2008,69
2009,65
2010,78
2011,46
2012,55
2013,57
2014,19
2015,47
2016,53
