year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,11,1,-74,5,1,-245,45,19,106
1988,19,0,-57,5,5,-252,46,26,61
1989,17,1,-91,3,0,-247,48,17,82
1990,18,4,-113,6,1,-282,51,15,83
1991,18,1,-122,1,2,-177,47,19,201
1992,12,0,-132,4,0,-298,60,19,58
1993,11,1,-85,2,3,-273,72,25,67
1994,11,2,-96,6,8,-288,65,21,88
1995,14,2,-38,5,4,-213,62,14,125
1996,14,3,-95,5,4,-291,56,18,86
1997,9,0,-112,3,1,-240,55,11,126
1998,15,0,-70,6,1,-208,58,21,86
1999,15,6,-143,5,3,-349,61,28,97
2000,6,1,-113,5,0,-394,57,18,46
2001,9,0,-33,3,1,-185,54,30,68
2002,13,0,-81,7,9,-303,49,27,95
2003,15,3,-58,4,4,-217,59,15,126
2004,7,1,-10,5,2,-189,57,27,116
2005,19,1,-122,4,7,-269,39,29,89
2006,13,14,-90,3,3,-271,67,22,87
2007,12,2,-24,2,0,-129,65,9,67
2008,10,1,-111,7,0,-310,52,33,79
2009,11,0,3,3,0,-159,59,20,75
2010,15,2,-77,6,1,-278,52,27,102
2011,10,1,-1,4,0,-183,63,21,42
2012,14,1,-88,5,0,-270,46,22,53
2013,13,7,-88,6,0,-270,61,25,79
2014,10,0,-66,5,2,-242,57,19,81
2015,13,2,-27,4,2,-164,54,15,77
2016,21,4,-125,8,0,-289,48,23,107
2016
2017,22,0,-133,7,7,-315,50,7,90
2018,33,2,-104,4,8,-315,38,11,92
2019,32,5,-146,7,10,-331,53,5,132
2020,33,4,-86,1,19,-279,38,22,131
2021,18,2,-134,6,2,-384,65,2,68
2022,27,0,-150,7,4,-357,52,14,116
2023,36,0,-190,3,5,-340,50,12,96
2024,21,0,-68,4,4,-336,52,4,55
2025,26,3,-82,6,3,-247,48,7,141
2026,25,1,-153,5,5,-289,59,7,139
2027,18,4,-79,4,2,-267,59,11,90
2028,25,0,-56,3,5,-248,49,19,81
2029,31,6,-51,4,4,-312,40,17,176
2030,21,1,-152,7,21,-413,54,7,74
2031,27,4,-121,5,1,-288,43,6,52
2032,16,0,-92,7,4,-284,67,5,129
2033,17,1,-192,7,13,-390,38,12,71
2034,37,2,-98,5,7,-355,45,12,34
2035,28,4,-29,1,6,-186,42,17,102
2036,12,1,-116,3,1,-281,54,7,95
2037,9,2,-115,7,2,-261,50,22,136
2038,17,2,-53,2,7,-179,53,5,80
2039,25,1,-74,6,5,-276,47,17,87
2040,31,4,-85,5,5,-284,41,6,73
2041,14,0,-116,4,2,-325,55,25,63
2042,29,4,-148,5,11,-397,38,12,39
2043,7,2,-130,5,1,-319,50,22,51
2044,25,0,7,1,3,-178,42,10,56
2045,28,0,-108,3,12,-315,30,6,67
2046,19,0,-137,4,5,-363,46,3,87

min,,,,0
max,,,,14
steps,,,,8
decimal



