year,A1,A2,A3
,label A1,label A2,label A3
1987,10,2576,102
1988,17,2487,148
1989,17,2347,124
1990,14,2709,111
1991,9,2524,85
1992,19,2528,133
1993,11,2605,100
1994,13,2577,142
1995,25,2573,178
1996,18,2586,158
1997,10,2511,87
1998,14,2426,110
1999,22,3070,165
2000,5,2533,76
2001,13,2684,108
2002,20,2367,161
2003,22,2629,153
2004,24,2717,162
2005,25,2589,192
2006,22,2489,141
2007,11,2666,105
2008,10,2641,86
2009,8,2406,84
2010,15,2640,146
2011,11,2636,124
2012,7,2423,55
2013,6,2753,90
2014,12,2783,85
2015,8,2372,79
2016,4,2739,81
2016
2017,40,2329,283
2018,52,2313,332
2019,29,2413,223
2020,47,2543,338
2021,27,2203,186
2022,48,2310,280
2023,22,2305,221
2024,28,2298,226
2025,39,2083,230
2026,26,2202,198
2027,35,2235,220
2028,37,2239,245
2029,40,2333,297
2030,44,2263,378
2031,27,2375,224
2032,30,2269,209
2033,28,2383,227
2034,44,2189,298
2035,39,2241,270
2036,20,2253,135
2037,30,2552,204
2038,29,2176,209
2039,26,2283,198
2040,23,2221,180
2041,23,2387,164
2042,42,2427,281
2043,21,2733,126
2044,38,2011,230
2045,49,2158,330
2046,39,2057,247

min,,1600
max,,3200
steps,,9
decimal



