year,annual-estival-days
1987,42
1988,37
1989,71
1990,56
1991,55
1992,47
1993,46
1994,42
1995,59
1996,49
1997,57
1998,41
1999,60
2000,53
2001,49
2002,36
2003,89
2004,54
2005,53
2006,61
2007,49
2008,37
2009,58
2010,51
2011,53
2012,54
2013,51
2014,39
2015,57
2016,47
