year,annual-estival-days
1987,2
1988,11
1989,11
1990,3
1991,14
1992,20
1993,10
1994,23
1995,16
1996,9
1997,22
1998,5
1999,27
2000,13
2001,21
2002,41
2003,19
2004,11
2005,17
2006,22
2007,23
2008,7
2009,9
2010,27
2011,20
2012,13
2013,22
2014,30
2015,22
2016,13
