year,annual-precipitations
1987,798
1988,579
1989,796
1990,796
1991,828
1992,568
1993,665
1994,708
1995,830
1996,480
1997,767
1998,978
1999,773
2000,716
2001,844
2002,581
2003,608
2004,869
2005,620
2006,598
2007,924
2008,781
2009,757
2010,900
2011,861
2012,860
2013,733
2014,699
2015,744
2016,981
