year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,40,-47,46,186
1988,35,-158,3,81
1989,27,-60,1,202
1990,79,-49,-11,147
1991,48,93,-38,120
1992,69,-128,-143,109
1993,76,-197,89,117
1994,135,-98,-81,119
1995,190,-3,-10,81
1996,31,-69,-133,125
1997,61,6,-89,226
1998,154,-63,102,256
1999,113,-122,-6,215
2000,152,-129,-16,122
2001,96,-84,89,160
2002,69,-167,-144,131
2003,15,-115,-108,161
2004,102,-98,58,208
2005,85,-153,-33,85
2006,34,-150,-118,196
2007,180,-133,96,157
2008,191,-179,-71,202
2009,76,-157,-10,223
2010,76,-79,123,194
2011,57,-106,110,192
2012,91,-104,23,252
2013,54,-109,-2,169
2014,80,-91,-93,130
2015,120,-101,-108,165
2016,172,-99,55,222
