year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,11,0,-162,4,0,-132,29,40,151
1988,1,0,-29,4,0,-8,54,41,93
1989,10,0,-121,3,0,-166,37,36,99
1990,7,0,39,4,0,-84,42,50,82
1991,12,0,-128,3,1,-69,42,33,97
1992,11,0,-108,0,0,-62,35,34,123
1993,4,0,-89,2,0,-94,36,69,134
1994,13,0,-141,4,0,-125,43,52,138
1995,8,0,-44,2,0,-25,39,42,89
1996,12,0,-84,1,0,-122,42,24,68
1997,13,0,-191,3,0,-289,39,51,91
1998,0,1,-35,4,0,-83,56,44,54
1999,12,0,-191,3,1,-264,36,36,90
2000,5,0,-95,3,0,-126,46,36,76
2001,8,0,-122,3,0,-78,38,52,105
2002,8,0,-72,2,0,-113,47,48,93
2003,5,0,-151,2,0,-185,45,44,64
2004,6,0,-60,5,0,-138,35,35,82
2005,4,0,-43,4,0,-50,32,42,152
2006,7,0,-62,7,0,-215,33,47,7
2007,20,0,-140,4,1,-127,43,45,111
2008,0,0,-8,3,0,-6,60,45,67
2009,6,0,-36,3,0,-60,43,31,124
2010,20,0,-85,5,3,-189,40,58,73
2011,6,3,-9,4,0,-62,52,66,93
2012,7,3,-112,2,0,8,37,34,169
2013,6,0,-57,3,0,-27,43,53,110
2014,8,0,46,3,0,31,46,34,142
2015,4,0,-133,5,0,-167,40,48,88
2016,10,0,-50,3,0,-102,40,51,92
2016
2017,14,0,-122,2,0,-59,42,24,167
2018,13,0,4,1,0,-73,42,41,60
2019,6,0,-181,3,0,-92,40,38,133
2020,9,0,0,5,0,1,37,43,97
2021,9,0,-208,4,0,-249,35,34,82
2022,11,0,-66,3,1,-111,37,49,131
2023,10,0,-241,3,0,-327,30,47,48
2024,7,0,-53,4,0,-159,44,46,42
2025,8,0,-158,1,0,-126,30,33,112
2026,11,0,-124,1,0,-193,57,42,100
2027,22,0,-199,9,0,-320,30,42,38
2028,2,0,-92,6,0,-117,36,42,86
2029,9,0,-180,2,0,-96,38,35,193
2030,9,0,-137,3,1,-212,42,27,107
2031,2,0,-29,1,0,65,48,33,169
2032,20,0,-72,7,1,-142,26,25,83
2033,17,0,-174,5,0,-290,33,30,52
2034,16,0,-110,3,0,-89,32,45,138
2035,9,0,-120,3,0,-68,45,36,95
2036,22,0,-127,4,4,-132,28,44,83
2037,18,0,-169,2,2,-126,25,38,123
2038,8,0,-95,3,0,-132,43,41,96
2039,14,0,-83,5,0,-120,39,22,85
2040,8,0,-145,2,0,-136,25,26,159
2041,12,0,-49,3,0,-29,43,46,178
2042,26,0,-159,5,1,-196,15,47,50
2043,9,0,-59,3,1,-14,37,43,85
2044,6,1,-57,2,0,-24,36,47,153
2045,23,0,-184,2,2,-125,29,34,115
2046,8,0,-60,3,0,-96,32,49,162
