year,annual-frozen-days
1987,133
1988,139
1989,71
1990,67
1991,105
1992,97
1993,116
1994,114
1995,109
1996,145
1997,114
1998,104
1999,111
2000,79
2001,123
2002,102
2003,113
2004,109
2005,125
2006,98
2007,77
2008,66
2009,104
2010,126
2011,89
2012,110
2013,109
2014,87
2015,74
2016,83

min,40
max,180
steps,8
decimal
