year,F1,F3,M4
,label F1,label F3,label M4
1987,112,158,2
1988,117,171,0
1989,103,158,5
1990,114,157,3
1991,108,164,1
1992,107,152,2
1993,110,155,1
1994,115,163,4
1995,109,151,2
1996,103,154,2
1997,116,164,4
1998,111,168,2
1999,96,153,3
2000,104,159,1
2001,116,163,3
2002,106,167,3
2003,96,152,4
2004,120,164,3
2005,117,156,3
2006,104,148,3
2007,113,156,2
2008,106,163,3
2009,100,156,0
2010,106,157,3
2011,137,178,1
2012,111,162,0
2013,103,158,1
2014,120,164,3
2015,107,155,2
2016,123,167,2
2016
2017,103,152,0
2018,110,161,0
2019,76,141,3
2020,111,167,1
2021,103,152,1
2022,95,152,2
2023,105,148,3
2024,112,170,1
2025,111,152,2
2026,97,163,3
2027,95,154,3
2028,27,152,3
2029,97,153,0
2030,121,171,2
2031,97,157,1
2032,92,157,3
2033,9,148,2
2034,95,155,1
2035,9,153,1
2036,114,162,1
2037,120,161,1
2038,114,160,3
2039,90,159,2
2040,82,147,3
2041,110,161,1
2042,100,146,2
2043,97,156,1
2044,75,141,0
2045,107,156,1
2046,104,156,1

min,,29-Apr
max,,28-Jun
steps,,4
decimal
