year,annual-frozen-days
1987,119
1988,112
1989,99
1990,106
1991,128
1992,107
1993,108
1994,79
1995,110
1996,134
1997,111
1998,90
1999,98
2000,71
2001,103
2002,81
2003,115
2004,102
2005,106
2006,93
2007,71
2008,85
2009,89
2010,115
2011,92
2012,85
2013,105
2014,64
2015,89
2016,81
