year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1170,8,-205,1
1988,1441,10,-190,3
1989,953,6,-283,12
1990,1000,10,-182,11
1991,929,8,-223,3
1992,925,7,-162,15
1993,992,9,-291,11
1994,726,8,-158,10
1995,943,11,-19,7
1996,1115,10,-292,9
1997,691,7,-95,6
1998,627,8,23,4
1999,1231,8,-359,0
2000,961,9,-246,15
2001,995,7,-176,2
2002,1208,7,-256,7
2003,1083,9,-70,13
2004,901,9,-130,6
2005,866,8,-62,14
2006,1000,7,-75,4
2007,1082,9,-197,2
2008,1168,9,-229,0
2009,773,7,-101,7
2010,1040,7,-113,6
2011,1037,8,-100,13
2012,592,6,-66,14
2013,948,9,-54,3
2014,1151,10,-104,14
2015,1164,8,-133,6
2016,818,8,-21,9
2016
2017,1326,9,-142,3
2018,953,9,-153,9
2019,1184,10,-147,6
2020,1063,7,-88,14
2021,1122,8,-370,16
2022,938,8,-217,10
2023,1337,8,-324,8
2024,1470,9,-273,2
2025,1227,9,-191,12
2026,1152,8,-398,5
2027,1228,11,-198,5
2028,1164,10,-243,9
2029,1017,8,-245,15
2030,1207,9,-366,19
2031,1493,10,-133,4
2032,1115,11,-159,7
2033,1054,9,-176,15
2034,824,7,-97,11
2035,1092,8,-193,11
2036,1254,11,-172,14
2037,984,11,-176,10
2038,1398,9,-223,4
2039,1137,8,-267,10
2040,1353,9,-253,3
2041,1058,10,-56,10
2042,1380,11,-133,7
2043,1309,9,-132,6
2044,1262,11,-142,3
2045,924,9,-49,20
2046,1169,7,-122,12

min,,4
max,,17
steps,,8
decimal
