year,annual-estival-days
1987,9
1988,18
1989,18
1990,31
1991,29
1992,32
1993,18
1994,36
1995,34
1996,18
1997,27
1998,23
1999,26
2000,22
2001,23
2002,22
2003,59
2004,22
2005,30
2006,38
2007,25
2008,24
2009,23
2010,24
2011,25
2012,29
2013,28
2014,21
2015,39
2016,27
