year,annual-average-temperature
1987,5.8
1988,7.5
1989,8.1
1990,8.1
1991,7.4
1992,8.1
1993,7.3
1994,8.6
1995,7.5
1996,5.8
1997,7.6
1998,7.8
1999,8.1
2000,8.7
2001,7.7
2002,8.2
2003,8.2
2004,7.6
2005,7.7
2006,8.4
2007,8.8
2008,8.5
2009,8.1
2010,6.6
2011,8.6
2012,8.0
2013,7.4
2014,9.3
2015,9.2
2016,8.6

min,6
max,14
steps,9
decimal
