year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,55,142,0
1988,76,133,0
1989,109,163,0
1990,117,163,0
1991,85,152,0
1992,9,157,0
1993,104,159,1
1994,113,156,0
1995,94,159,0
1996,104,149,1
1997,91,157,0
1998,82,156,0
1999,96,142,0
2000,117,159,0
2001,97,150,0
2002,106,146,0
2003,114,154,0
2004,90,144,0
2005,99,160,0
2006,9,149,0
2007,95,149,0
2008,79,143,0
2009,94,155,0
2010,108,150,0
2011,90,157,0
2012,102,166,0
2013,94,157,0
2014,117,162,1
2015,88,151,1
2016,79,149,0
2016
2017,79,141,0
2018,75,148,0
2019,103,153,0
2020,102,150,1
2021,77,154,1
2022,101,159,0
2023,108,149,0
2024,81,128,0
2025,82,146,0
2026,93,146,0
2027,52,153,0
2028,103,150,0
2029,81,150,0
2030,74,149,0
2031,91,146,0
2032,106,160,0
2033,100,155,0
2034,113,166,0
2035,82,154,0
2036,74,140,0
2037,78,163,0
2038,84,140,0
2039,94,155,0
2040,95,146,0
2041,100,158,0
2042,108,159,0
2043,99,151,1
2044,97,150,0
2045,88,157,0
2046,84,147,1
