year,annual-precipitations
1987,795
1988,827
1989,769
1990,319
1991,240
1992,729
1993,773
1994,977
1995,1016
1996,716
1997,682
1998,890
1999,744
2000,781
2001,785
2002,874
2003,535
2004,784
2005,747
2006,638
2007,978
2008,688
2009,674
2010,815
2011,619
2012,624
2013,717
2014,552
2015,560
2016,742

min,300
max,2000
steps,10
decimal
