year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-5.0,9.8,14.7,3.5
1988,0.3,11.2,15.0,3.4
1989,2.4,10.7,15.3,3.7
1990,2.8,11.5,14.8,3.2
1991,0.4,9.5,16.6,2.6
1992,1.3,11.7,16.2,2.9
1993,0.0,12.5,14.1,2.3
1994,1.6,11.1,16.7,4.7
1995,0.9,10.2,15.8,2.8
1996,-3.1,10.4,13.4,2.3
1997,1.1,10.4,15.7,3.2
1998,2.2,12.3,14.5,2.2
1999,0.9,11.5,16.6,3.2
2000,1.4,13.1,15.0,5.3
2001,0.9,10.8,15.3,3.8
2002,1.9,11.7,15.7,3.3
2003,-0.7,13.0,17.2,3.2
2004,0.3,10.9,15.6,3.7
2005,-0.5,11.9,15.5,3.8
2006,-2.3,11.7,17.3,6.6
2007,3.8,13.6,14.8,2.8
2008,2.5,12.2,15.3,3.9
2009,-0.8,12.7,16.5,3.9
2010,-1.7,10.8,15.4,1.5
2011,0.5,13.1,15.9,4.7
2012,0.3,12.1,15.9,3.6
2013,-2.1,10.7,16.0,4.6
2014,3.3,12.2,16.0,5.8
2015,1.2,11.4,17.3,6.4
2016,1.4,12.1,17.1,3.6
