year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.4,10.7,15.5,6.0
1988,3.1,12.3,16.5,5.4
1989,5.0,12.1,17.1,5.8
1990,5.7,12.5,16.1,6.1
1991,2.0,10.3,17.1,5.1
1992,3.6,13.1,17.4,4.2
1993,2.1,12.2,14.7,4.0
1994,2.1,11.5,17.1,6.0
1995,2.8,11.3,17.3,3.9
1996,-2.6,11.2,15.3,4.2
1997,2.1,11.3,17.9,4.4
1998,4.2,12.7,15.6,3.5
1999,2.8,12.2,18.0,5.6
2000,3.6,13.3,15.4,7.3
2001,1.6,11.5,17.0,5.9
2002,4.2,12.8,18.2,3.5
2003,0.5,13.0,17.8,5.4
2004,2.0,12.0,16.6,6.2
2005,1.8,12.2,17.2,6.0
2006,-0.9,12.4,19.0,8.8
2007,4.9,13.8,16.6,5.5
2008,4.4,12.3,16.8,6.0
2009,1.4,12.7,17.7,5.0
2010,-0.7,11.2,17.7,2.8
2011,1.5,13.7,16.9,6.5
2012,2.3,12.0,16.8,4.9
2013,-0.1,12.3,16.9,7.1
2014,3.9,12.8,17.7,7.2
2015,3.4,11.5,17.3,7.6
2016,2.4,13.4,17.8,5.5
