year,annual-average-temperature
1987,7.5
1988,9.3
1989,10.0
1990,10.1
1991,8.7
1992,9.6
1993,8.3
1994,9.3
1995,8.8
1996,7.1
1997,9.0
1998,9.0
1999,9.7
2000,9.9
2001,9.1
2002,9.7
2003,9.3
2004,9.2
2005,9.4
2006,9.9
2007,10.3
2008,9.9
2009,9.2
2010,7.8
2011,9.7
2012,9.0
2013,9.1
2014,10.4
2015,10.0
2016,9.8
