year,annual-precipitations
1987,666
1988,644
1989,464
1990,666
1991,393
1992,494
1993,646
1994,590
1995,582
1996,437
1997,540
1998,703
1999,642
2000,590
2001,611
2002,625
2003,506
2004,665
2005,618
2006,575
2007,806
2008,653
2009,581
2010,826
2011,703
2012,546
2013,597
2014,749
2015,583
2016,453
