year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,136,186,248,96
1988,220,108,191,125
1989,73,73,182,137
1990,111,143,254,158
1991,61,163,65,104
1992,144,71,156,123
1993,109,143,262,132
1994,154,149,155,133
1995,159,173,172,77
1996,47,136,153,101
1997,80,211,123,126
1998,142,210,181,171
1999,146,204,131,160
2000,138,130,238,85
2001,96,146,245,124
2002,175,164,147,139
2003,67,152,150,137
2004,135,139,254,136
2005,172,130,182,134
2006,83,148,217,129
2007,189,208,271,138
2008,157,179,171,147
2009,109,119,174,178
2010,114,154,318,240
2011,99,131,350,124
2012,98,95,203,150
2013,146,164,134,153
2014,81,190,291,187
2015,140,118,151,174
2016,114,95,101,144
