year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,2,5,-87,4,0,-242,73,21,54
1988,3,2,-125,4,0,-223,73,27,70
1989,4,2,-58,3,0,-165,84,13,85
1990,6,2,-124,4,0,-232,61,27,70
1991,7,2,-159,2,0,-292,64,34,79
1992,10,8,-147,6,0,-316,63,39,79
1993,5,8,-184,4,0,-388,67,12,91
1994,7,1,-106,3,0,-314,72,29,90
1995,6,0,-114,4,0,-244,74,29,70
1996,3,3,-155,2,0,-360,75,34,79
1997,8,0,-142,3,1,-343,73,13,118
1998,6,3,-113,3,0,-198,72,26,120
1999,2,2,-146,1,0,-238,74,33,119
2000,4,4,-113,2,0,-306,64,30,52
2001,3,12,-117,3,0,-143,69,36,126
2002,2,5,-92,6,0,-207,72,29,101
2003,1,4,-45,2,0,-112,66,26,142
2004,5,4,-110,6,0,-245,66,30,101
2005,9,7,-155,7,0,-246,62,38,117
2006,1,15,-124,6,0,-268,65,13,125
2007,5,3,-82,3,0,-157,84,27,121
2008,1,3,-87,5,0,-281,79,12,50
2009,3,3,-136,2,0,-289,69,15,52
2010,5,7,-148,9,0,-316,67,24,44
2011,1,1,-111,5,0,-275,70,28,75
2012,1,5,-116,4,0,-229,70,25,59
2013,11,2,-115,3,0,-251,65,31,53
2014,0,2,-154,7,0,-287,78,15,82
2015,0,6,-122,3,0,-191,67,26,118
2016,8,11,-108,4,0,-213,77,30,134
2016
2017,2,3,-83,2,0,-175,69,17,95
2018,2,7,-88,1,0,-234,59,14,89
2019,0,3,-101,4,0,-283,83,14,35
2020,1,3,-99,2,0,-228,73,20,72
2021,7,6,-186,6,0,-338,55,20,96
2022,8,9,-134,3,0,-263,66,30,57
2023,12,8,-194,4,0,-384,62,17,118
2024,1,3,-173,2,0,-400,77,14,50
2025,4,5,-138,3,0,-267,53,15,53
2026,10,3,-129,2,0,-404,71,6,67
2027,3,9,-165,3,0,-381,71,19,51
2028,2,7,-105,3,0,-226,67,12,91
2029,1,11,-222,6,0,-425,70,20,68
2030,3,2,-161,5,0,-348,63,4,88
2031,14,5,-121,2,0,-214,58,32,77
2032,18,4,-126,4,0,-276,60,20,67
2033,3,2,-116,2,0,-259,75,18,85
2034,2,3,-83,3,0,-264,72,21,75
2035,3,0,-98,4,0,-291,65,20,39
2036,1,6,-75,3,0,-216,76,18,62
2037,4,4,-134,2,0,-267,56,21,91
2038,8,9,-104,5,0,-263,58,26,72
2039,10,4,-54,4,0,-238,74,19,45
2040,1,1,-93,1,0,-246,76,4,42
2041,6,4,-68,3,0,-220,67,23,77
2042,10,6,-122,5,0,-275,65,15,68
2043,12,1,-84,3,0,-210,79,16,65
2044,2,10,-125,2,0,-258,75,23,73
2045,10,5,-113,2,0,-231,64,13,40
2046,2,2,-96,4,0,-285,78,15,53
