year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1035,10,-269,10
1988,1183,12,-309,4
1989,1069,11,-248,3
1990,1217,11,-286,13
1991,1111,10,-360,6
1992,1200,12,-340,9
1993,1289,12,-519,1
1994,1288,11,-417,0
1995,1067,11,-279,7
1996,1131,11,-452,4
1997,1253,10,-401,0
1998,1167,10,-247,0
1999,1237,12,-357,5
2000,1254,11,-407,6
2001,955,10,-170,6
2002,1090,10,-253,4
2003,1165,12,-124,5
2004,1183,11,-293,2
2005,1220,12,-306,4
2006,1199,11,-318,0
2007,1073,11,-194,8
2008,1177,11,-352,4
2009,1165,11,-351,0
2010,1116,11,-410,0
2011,1294,14,-336,1
2012,1164,12,-295,3
2013,1216,10,-324,2
2014,951,10,-345,7
2015,1206,10,-233,0
2016,1194,11,-260,0
2016
2017,1322,13,-232,1
2018,1360,12,-294,3
2019,1066,11,-344,2
2020,1140,10,-283,5
2021,1340,11,-457,0
2022,1313,12,-321,1
2023,1223,11,-477,3
2024,1198,11,-509,4
2025,1245,10,-304,2
2026,1395,12,-540,1
2027,1273,13,-452,0
2028,1278,11,-288,2
2029,1296,11,-525,0
2030,1217,10,-419,1
2031,1501,13,-278,0
2032,1372,11,-356,3
2033,1143,10,-287,1
2034,1197,11,-297,0
2035,1316,11,-363,0
2036,1221,13,-313,0
2037,1288,12,-234,0
2038,1289,10,-338,7
2039,1325,11,-334,0
2040,1212,10,-311,4
2041,1271,11,-253,0
2042,1359,12,-344,1
2043,1188,10,-280,1
2044,1073,12,-326,3
2045,1220,11,-280,3
2046,1247,12,-349,2
