year,annual-estival-days
1987,6
1988,5
1989,23
1990,18
1991,20
1992,26
1993,8
1994,21
1995,33
1996,14
1997,24
1998,14
1999,20
2000,16
2001,19
2002,15
2003,30
2004,21
2005,22
2006,41
2007,11
2008,17
2009,21
2010,21
2011,16
2012,20
2013,16
2014,18
2015,19
2016,23
