year,F1,F3,M4
,label F1,label F3,label M4
1987,67,144,2
1988,61,136,1
1989,50,135,1
1990,65,130,2
1991,55,126,3
1992,56,136,4
1993,75,138,2
1994,53,128,0
1995,67,145,2
1996,64,133,1
1997,62,140,2
1998,48,134,2
1999,75,148,2
2000,75,136,2
2001,70,138,1
2002,91,150,3
2003,67,129,1
2004,53,131,0
2005,53,138,3
2006,41,135,2
2007,68,141,2
2008,68,141,1
2009,59,142,1
2010,72,133,3
2011,57,132,2
2012,63,135,2
2013,56,141,4
2014,71,145,1
2015,51,128,1
2016,57,132,3
2016
2017,45,122,2
2018,29,132,3
2019,59,129,2
2020,60,141,0
2021,41,134,1
2022,29,124,1
2023,39,134,1
2024,44,131,2
2025,51,125,2
2026,43,130,0
2027,40,121,2
2028,34,125,0
2029,32,130,2
2030,41,133,1
2031,33,135,4
2032,50,131,1
2033,57,131,3
2034,46,134,2
2035,44,143,2
2036,46,136,2
2037,33,129,3
2038,42,130,1
2039,31,135,3
2040,34,145,1
2041,25,135,3
2042,61,131,1
2043,28,124,3
2044,48,133,1
2045,42,123,1
2046,37,121,4
