year,annual-precipitations
1987,976
1988,933
1989,718
1990,764
1991,716
1992,829
1993,940
1994,969
1995,699
1996,653
1997,693
1998,1172
1999,999
2000,1056
2001,982
2002,925
2003,650
2004,926
2005,851
2006,956
2007,955
2008,817
2009,724
2010,737
2011,693
2012,935
2013,783
2014,821
2015,876
2016,863
