year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1011,11,-52,9
1988,1089,10,-10,3
1989,1087,11,-195,1
1990,1249,11,-72,2
1991,1326,11,-388,1
1992,1312,11,-144,6
1993,1216,10,-357,3
1994,1147,10,-198,0
1995,1205,10,-239,8
1996,1157,9,-366,4
1997,1193,11,-303,2
1998,1225,11,-141,0
1999,1052,10,-311,4
2000,1402,12,-371,1
2001,1044,9,-167,9
2002,1124,11,-206,7
2003,1096,10,-138,2
2004,1237,10,-153,0
2005,1016,10,-210,6
2006,1021,10,-62,2
2007,1058,10,-65,3
2008,1307,12,-72,1
2009,1047,10,-48,0
2010,1142,11,-259,0
2011,1139,11,-94,9
2012,1168,10,-97,6
2013,1155,10,-254,2
2014,1041,10,-158,6
2015,1125,12,-160,3
2016,1262,11,-122,2
2016
2017,1553,12,-172,0
2018,1209,11,-167,8
2019,1285,11,-212,1
2020,1331,12,-208,2
2021,1192,11,-146,3
2022,1450,11,-214,3
2023,1452,12,-291,2
2024,1239,11,-324,4
2025,1423,12,-219,0
2026,1183,12,-192,1
2027,1269,13,-321,0
2028,1199,11,-151,1
2029,1298,11,-385,0
2030,1354,10,-334,3
2031,1246,11,-220,8
2032,1287,13,-164,1
2033,1425,11,-193,0
2034,1309,12,-171,3
2035,1102,11,-24,11
2036,1378,12,-263,0
2037,1276,13,-259,4
2038,1391,11,-176,2
2039,1425,11,-265,0
2040,1239,12,-129,0
2041,1244,11,-162,2
2042,1508,10,-222,0
2043,1391,11,-72,0
2044,1034,12,-150,11
2045,1542,11,-199,1
2046,1399,11,-177,0
