year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,929,482,284,-52,221,8.6,3316,5,15.6,71
1988,863,477,222,-10,152,9.5,3517,5,15.4,54
1989,712,496,42,-195,161,9.2,3445,7,15.8,50
1990,914,512,229,-72,161,9.5,3650,6,15.9,66
1991,611,658,-291,-388,57,10.1,3730,14,16.3,51
1992,696,517,-6,-144,130,10.0,3703,24,17.1,64
1993,645,670,-305,-357,-10,9.2,3416,12,16.1,75
1994,1023,669,71,-198,173,10.3,3779,8,15.9,38
1995,520,500,-153,-239,75,9.6,3548,29,17.0,68
1996,782,690,-189,-366,70,9.4,3503,14,16.0,60
1997,892,640,-20,-303,172,9.6,3547,6,16.2,65
1998,831,493,167,-141,148,10.1,3737,11,16.8,46
1999,784,680,-206,-311,52,8.6,3257,14,15.8,79
2000,702,679,-243,-371,33,10.2,3739,20,17.2,61
2001,742,480,99,-167,170,8.9,3344,14,15.5,83
2002,772,515,89,-206,206,8.9,3329,3,15.9,80
2003,795,505,99,-138,134,9.9,3646,11,15.3,48
2004,804,539,74,-153,148,9.6,3540,14,15.8,54
2005,718,494,38,-210,151,9.7,3556,4,15.7,43
2006,867,500,185,-62,90,9.7,3550,3,15.2,45
2007,805,505,116,-65,55,9.3,3427,3,15.4,62
2008,776,538,74,-72,121,9.2,3450,15,16.7,78
2009,868,487,206,-48,138,9.4,3476,3,15.6,51
2010,682,516,-13,-259,156,9.5,3518,2,15.9,58
2011,797,499,112,-94,123,9.9,3651,8,15.7,54
2012,813,512,130,-97,171,9.5,3551,10,15.6,64
2013,664,514,-27,-254,166,9.6,3601,16,15.8,52
2014,798,492,141,-158,243,8.4,3246,9,15.5,82
2015,748,495,74,-160,84,9.4,3472,9,16.3,58
2016,831,509,150,-122,176,9.9,3660,13,16.2,54
2016
2017,745,554,13,-172,120,11.0,4039,22,17.8,26
2018,678,524,-35,-167,81,10.5,3839,4,16.4,31
2019,766,513,74,-212,157,10.6,3910,5,16.6,42
2020,892,537,178,-208,271,10.1,3714,15,16.7,59
2021,902,607,19,-146,84,10.8,3935,17,16.1,34
2022,897,564,131,-214,278,11.8,4309,32,17.7,16
2023,948,731,-61,-291,231,10.5,3874,20,17.3,37
2024,833,705,-153,-324,153,10.4,3800,10,16.7,43
2025,769,537,60,-219,167,11.5,4224,26,17.6,22
2026,887,678,-130,-192,69,10.7,3908,12,16.1,18
2027,931,689,-49,-321,230,11.1,4058,5,16.1,24
2028,831,506,131,-151,172,10.7,3916,10,16.1,27
2029,768,714,-287,-385,75,10.7,3923,12,17.0,29
2030,830,675,-126,-334,156,10.8,3958,15,16.5,37
2031,681,498,-4,-220,121,11.0,4022,14,15.8,37
2032,750,527,39,-164,164,10.4,3835,6,16.6,47
2033,844,557,105,-193,181,10.4,3842,22,16.8,46
2034,853,541,127,-171,212,10.3,3771,10,16.6,47
2035,936,490,261,-24,144,10.2,3738,9,16.0,38
2036,751,543,18,-263,159,10.7,3929,13,17.2,44
2037,669,533,-61,-259,125,11.0,4005,8,17.2,22
2038,728,534,-8,-176,165,11.1,4048,20,17.3,32
2039,672,562,-66,-265,124,11.2,4098,23,17.7,22
2040,752,510,57,-129,101,10.3,3810,18,17.2,46
2041,855,509,165,-162,283,10.7,3891,8,15.8,29
2042,1021,567,275,-222,321,11.0,4050,36,16.8,39
2043,905,549,153,-72,194,11.5,4216,15,16.8,21
2044,892,508,203,-150,268,9.8,3617,5,16.1,53
2045,815,566,57,-199,148,11.7,4278,36,17.3,32
2046,825,541,105,-177,160,11.0,4037,19,16.9,28
