year,annual-frozen-days
1987,78
1988,23
1989,22
1990,21
1991,51
1992,26
1993,43
1994,25
1995,36
1996,83
1997,43
1998,23
1999,23
2000,17
2001,36
2002,23
2003,48
2004,43
2005,39
2006,43
2007,25
2008,36
2009,47
2010,76
2011,31
2012,34
2013,57
2014,11
2015,27
2016,45
