year,annual-hydric-deficit
1987,394
1988,287
1989,5
1990,30
1991,57
1992,120
1993,310
1994,292
1995,-10
1996,39
1997,90
1998,597
1999,367
2000,431
2001,313
2002,235
2003,-129
2004,188
2005,132
2006,164
2007,215
2008,92
2009,-48
2010,39
2011,-49
2012,233
2013,62
2014,84
2015,133
2016,143
